编号,图标预览,中文名,英文名,图标来源,图标集,场景章节,隐喻含义,建议用法,中文关键词,英文关键词,所在PPT页码,所在PPT分类,Office改色状态,授权提示
FIELD-031,,排班,Schedule,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,日历+色块象征排班,用于排班表,排班 / 值班 / 日程,"schedule, shift, roster",35,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-032,,排班·已验证,ScheduleVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,日历+色块象征排班（已验证变体）,用于排班表（已验证场景）,排班 / 值班 / 日程 / 已验证,"schedule, shift, roster, verified",35,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-033,,排班·预警,ScheduleAlert,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,日历+色块象征排班（预警变体）,用于排班表（预警场景）,排班 / 值班 / 日程 / 预警,"schedule, shift, roster, alert",35,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-034,,排班·洞察,ScheduleInsight,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,日历+色块象征排班（洞察变体）,用于排班表（洞察场景）,排班 / 值班 / 日程 / 洞察,"schedule, shift, roster, insight",35,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-035,,排班·定时,ScheduleScheduled,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,日历+色块象征排班（定时变体）,用于排班表（定时场景）,排班 / 值班 / 日程 / 定时,"schedule, shift, roster, scheduled",35,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-036,,排班·加锁,ScheduleLocked,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,日历+色块象征排班（加锁变体）,用于排班表（加锁场景）,排班 / 值班 / 日程 / 加锁,"schedule, shift, roster, locked",35,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-037,,拍照取证,CameraInspect,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,相机象征现场取证,用于巡检拍照、取证,拍照 / 取证 / 相机,"camera, photo, snap",35,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-038,,拍照取证·已验证,CameraInspectVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,相机象征现场取证（已验证变体）,用于巡检拍照、取证（已验证场景）,拍照 / 取证 / 相机 / 已验证,"camera, photo, snap, verified",35,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-039,,拍照取证·预警,CameraInspectAlert,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,相机象征现场取证（预警变体）,用于巡检拍照、取证（预警场景）,拍照 / 取证 / 相机 / 预警,"camera, photo, snap, alert",35,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-040,,拍照取证·洞察,CameraInspectInsight,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,相机象征现场取证（洞察变体）,用于巡检拍照、取证（洞察场景）,拍照 / 取证 / 相机 / 洞察,"camera, photo, snap, insight",35,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-041,,拍照取证·定时,CameraInspectScheduled,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,相机象征现场取证（定时变体）,用于巡检拍照、取证（定时场景）,拍照 / 取证 / 相机 / 定时,"camera, photo, snap, scheduled",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-042,,拍照取证·加锁,CameraInspectLocked,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,相机象征现场取证（加锁变体）,用于巡检拍照、取证（加锁场景）,拍照 / 取证 / 相机 / 加锁,"camera, photo, snap, locked",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-043,,扫码核验,HandScan,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,条码+扫描线象征扫码,用于扫码核验,扫码 / 条码 / 核验,"scan, barcode",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-044,,扫码核验·已验证,HandScanVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,条码+扫描线象征扫码（已验证变体）,用于扫码核验（已验证场景）,扫码 / 条码 / 核验 / 已验证,"scan, barcode, verified",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-045,,扫码核验·预警,HandScanAlert,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,条码+扫描线象征扫码（预警变体）,用于扫码核验（预警场景）,扫码 / 条码 / 核验 / 预警,"scan, barcode, alert",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-046,,扫码核验·洞察,HandScanInsight,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,条码+扫描线象征扫码（洞察变体）,用于扫码核验（洞察场景）,扫码 / 条码 / 核验 / 洞察,"scan, barcode, insight",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-047,,扫码核验·定时,HandScanScheduled,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,条码+扫描线象征扫码（定时变体）,用于扫码核验（定时场景）,扫码 / 条码 / 核验 / 定时,"scan, barcode, scheduled",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-048,,扫码核验·加锁,HandScanLocked,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,条码+扫描线象征扫码（加锁变体）,用于扫码核验（加锁场景）,扫码 / 条码 / 核验 / 加锁,"scan, barcode, locked",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-049,,对讲机,WalkieTalkie,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,对讲机象征现场协同沟通,用于现场对讲,对讲 / 现场沟通 / 协同,"walkie, radio, talk",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-050,,对讲机·已验证,WalkieTalkieVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,对讲机象征现场协同沟通（已验证变体）,用于现场对讲（已验证场景）,对讲 / 现场沟通 / 协同 / 已验证,"walkie, radio, talk, verified",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-051,,对讲机·预警,WalkieTalkieAlert,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,对讲机象征现场协同沟通（预警变体）,用于现场对讲（预警场景）,对讲 / 现场沟通 / 协同 / 预警,"walkie, radio, talk, alert",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-052,,对讲机·洞察,WalkieTalkieInsight,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,对讲机象征现场协同沟通（洞察变体）,用于现场对讲（洞察场景）,对讲 / 现场沟通 / 协同 / 洞察,"walkie, radio, talk, insight",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-053,,对讲机·定时,WalkieTalkieScheduled,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,对讲机象征现场协同沟通（定时变体）,用于现场对讲（定时场景）,对讲 / 现场沟通 / 协同 / 定时,"walkie, radio, talk, scheduled",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-054,,对讲机·加锁,WalkieTalkieLocked,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,对讲机象征现场协同沟通（加锁变体）,用于现场对讲（加锁场景）,对讲 / 现场沟通 / 协同 / 加锁,"walkie, radio, talk, locked",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-055,,巡检车辆,Truck,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,卡车象征出勤外勤,用于车辆、外勤,车辆 / 卡车 / 外勤,"vehicle, truck, fleet",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-056,,巡检车辆·已验证,TruckVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,卡车象征出勤外勤（已验证变体）,用于车辆、外勤（已验证场景）,车辆 / 卡车 / 外勤 / 已验证,"vehicle, truck, fleet, verified",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-057,,巡检车辆·预警,TruckAlert,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,卡车象征出勤外勤（预警变体）,用于车辆、外勤（预警场景）,车辆 / 卡车 / 外勤 / 预警,"vehicle, truck, fleet, alert",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-058,,巡检车辆·洞察,TruckInsight,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,卡车象征出勤外勤（洞察变体）,用于车辆、外勤（洞察场景）,车辆 / 卡车 / 外勤 / 洞察,"vehicle, truck, fleet, insight",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-059,,巡检车辆·定时,TruckScheduled,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,卡车象征出勤外勤（定时变体）,用于车辆、外勤（定时场景）,车辆 / 卡车 / 外勤 / 定时,"vehicle, truck, fleet, scheduled",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-060,,巡检车辆·加锁,TruckLocked,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,卡车象征出勤外勤（加锁变体）,用于车辆、外勤（加锁场景）,车辆 / 卡车 / 外勤 / 加锁,"vehicle, truck, fleet, locked",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-061,,仓储,Warehouse,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,厂房+大门象征仓库,用于仓储、库房,仓库 / 仓储 / 库房,"warehouse, depot",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-062,,仓储·已验证,WarehouseVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,厂房+大门象征仓库（已验证变体）,用于仓储、库房（已验证场景）,仓库 / 仓储 / 库房 / 已验证,"warehouse, depot, verified",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-063,,仓储·预警,WarehouseAlert,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,厂房+大门象征仓库（预警变体）,用于仓储、库房（预警场景）,仓库 / 仓储 / 库房 / 预警,"warehouse, depot, alert",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-064,,仓储·洞察,WarehouseInsight,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,厂房+大门象征仓库（洞察变体）,用于仓储、库房（洞察场景）,仓库 / 仓储 / 库房 / 洞察,"warehouse, depot, insight",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-065,,仓储·定时,WarehouseScheduled,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,厂房+大门象征仓库（定时变体）,用于仓储、库房（定时场景）,仓库 / 仓储 / 库房 / 定时,"warehouse, depot, scheduled",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-066,,仓储·加锁,WarehouseLocked,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,厂房+大门象征仓库（加锁变体）,用于仓储、库房（加锁场景）,仓库 / 仓储 / 库房 / 加锁,"warehouse, depot, locked",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-067,,条码,Barcode,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,条码象征唯一识别,用于资产编号,条码 / 唯一编号 / 资产,"barcode, uid, asset",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-068,,条码·已验证,BarcodeVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,条码象征唯一识别（已验证变体）,用于资产编号（已验证场景）,条码 / 唯一编号 / 资产 / 已验证,"barcode, uid, asset, verified",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-069,,条码·预警,BarcodeAlert,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,条码象征唯一识别（预警变体）,用于资产编号（预警场景）,条码 / 唯一编号 / 资产 / 预警,"barcode, uid, asset, alert",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-070,,条码·洞察,BarcodeInsight,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,条码象征唯一识别（洞察变体）,用于资产编号（洞察场景）,条码 / 唯一编号 / 资产 / 洞察,"barcode, uid, asset, insight",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-071,,条码·定时,BarcodeScheduled,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,条码象征唯一识别（定时变体）,用于资产编号（定时场景）,条码 / 唯一编号 / 资产 / 定时,"barcode, uid, asset, scheduled",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-072,,条码·加锁,BarcodeLocked,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,条码象征唯一识别（加锁变体）,用于资产编号（加锁场景）,条码 / 唯一编号 / 资产 / 加锁,"barcode, uid, asset, locked",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-073,,温度计,Thermometer,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,温度计象征环境监测,用于温度、环境,温度 / 环境 / 监测,"temperature, thermo, env",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-074,,温度计·已验证,ThermometerVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,温度计象征环境监测（已验证变体）,用于温度、环境（已验证场景）,温度 / 环境 / 监测 / 已验证,"temperature, thermo, env, verified",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-075,,温度计·预警,ThermometerAlert,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,温度计象征环境监测（预警变体）,用于温度、环境（预警场景）,温度 / 环境 / 监测 / 预警,"temperature, thermo, env, alert",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-076,,温度计·洞察,ThermometerInsight,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,温度计象征环境监测（洞察变体）,用于温度、环境（洞察场景）,温度 / 环境 / 监测 / 洞察,"temperature, thermo, env, insight",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-077,,温度计·定时,ThermometerScheduled,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,温度计象征环境监测（定时变体）,用于温度、环境（定时场景）,温度 / 环境 / 监测 / 定时,"temperature, thermo, env, scheduled",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-078,,温度计·加锁,ThermometerLocked,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,温度计象征环境监测（加锁变体）,用于温度、环境（加锁场景）,温度 / 环境 / 监测 / 加锁,"temperature, thermo, env, locked",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-079,,压力表,PressureGauge,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,压力表象征机器监测,用于设备、压力监控,压力 / 表盘 / 设备,"gauge, pressure, meter",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-080,,压力表·已验证,PressureGaugeVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,压力表象征机器监测（已验证变体）,用于设备、压力监控（已验证场景）,压力 / 表盘 / 设备 / 已验证,"gauge, pressure, meter, verified",36,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-081,,压力表·预警,PressureGaugeAlert,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,压力表象征机器监测（预警变体）,用于设备、压力监控（预警场景）,压力 / 表盘 / 设备 / 预警,"gauge, pressure, meter, alert",37,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-082,,压力表·洞察,PressureGaugeInsight,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,压力表象征机器监测（洞察变体）,用于设备、压力监控（洞察场景）,压力 / 表盘 / 设备 / 洞察,"gauge, pressure, meter, insight",37,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
FIELD-083,,压力表·定时,PressureGaugeScheduled,原创设计·程序化生成,PPT图标语义库·可改色形状,09_现场管理巡检,压力表象征机器监测（定时变体）,用于设备、压力监控（定时场景）,压力 / 表盘 / 设备 / 定时,"gauge, pressure, meter, scheduled",37,09_现场管理巡检,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
ORG-001,,三人团队,TeamThree,原创设计·程序化生成,PPT图标语义库·可改色形状,10_组织协同推进,三个头像象征团队,用于团队、小组,团队 / 小组 / Team,"team, group, trio",39,10_组织协同推进,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
ORG-002,,三人团队·协同,TeamThreeWithPerson,原创设计·程序化生成,PPT图标语义库·可改色形状,10_组织协同推进,三个头像象征团队（协同变体）,用于团队、小组（协同场景）,团队 / 小组 / Team / 协同,"team, group, trio, withperson",39,10_组织协同推进,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
ORG-003,,三人团队·已验证,TeamThreeVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,10_组织协同推进,三个头像象征团队（已验证变体）,用于团队、小组（已验证场景）,团队 / 小组 / Team / 已验证,"team, group, trio, verified",39,10_组织协同推进,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
ORG-004,,三人团队·新增,TeamThreeAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,10_组织协同推进,三个头像象征团队（新增变体）,用于团队、小组（新增场景）,团队 / 小组 / Team / 新增,"team, group, trio, add",39,10_组织协同推进,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
ORG-005,,三人团队·重点,TeamThreeFeatured,原创设计·程序化生成,PPT图标语义库·可改色形状,10_组织协同推进,三个头像象征团队（重点变体）,用于团队、小组（重点场景）,团队 / 小组 / Team / 重点,"team, group, trio, featured",39,10_组织协同推进,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
ORG-006,,三人团队·关怀,TeamThreeCare,原创设计·程序化生成,PPT图标语义库·可改色形状,10_组织协同推进,三个头像象征团队（关怀变体）,用于团队、小组（关怀场景）,团队 / 小组 / Team / 关怀,"team, group, trio, care",39,10_组织协同推进,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
ORG-007,,组织层级,Hierarchy,原创设计·程序化生成,PPT图标语义库·可改色形状,10_组织协同推进,树状层级象征组织架构,用于组织架构图,组织架构 / 层级 / Org,"hierarchy, org, tree",39,10_组织协同推进,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
ORG-008,,组织层级·协同,HierarchyWithPerson,原创设计·程序化生成,PPT图标语义库·可改色形状,10_组织协同推进,树状层级象征组织架构（协同变体）,用于组织架构图（协同场景）,组织架构 / 层级 / Org / 协同,"hierarchy, org, tree, withperson",39,10_组织协同推进,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
ORG-009,,组织层级·已验证,HierarchyVerified,原创设计·程序化生成,PPT图标语义库·可改色形状,10_组织协同推进,树状层级象征组织架构（已验证变体）,用于组织架构图（已验证场景）,组织架构 / 层级 / Org / 已验证,"hierarchy, org, tree, verified",39,10_组织协同推进,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
ORG-010,,组织层级·新增,HierarchyAdd,原创设计·程序化生成,PPT图标语义库·可改色形状,10_组织协同推进,树状层级象征组织架构（新增变体）,用于组织架构图（新增场景）,组织架构 / 层级 / Org / 新增,"hierarchy, org, tree, add",39,10_组织协同推进,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
ORG-011,,组织层级·重点,HierarchyFeatured,原创设计·程序化生成,PPT图标语义库·可改色形状,10_组织协同推进,树状层级象征组织架构（重点变体）,用于组织架构图（重点场景）,组织架构 / 层级 / Org / 重点,"hierarchy, org, tree, featured",39,10_组织协同推进,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
ORG-012,,组织层级·关怀,HierarchyCare,原创设计·程序化生成,PPT图标语义库·可改色形状,10_组织协同推进,树状层级象征组织架构（关怀变体）,用于组织架构图（关怀场景）,组织架构 / 层级 / Org / 关怀,"hierarchy, org, tree, care",39,10_组织协同推进,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
ORG-013,,组织网络,NetworkOrg,原创设计·程序化生成,PPT图标语义库·可改色形状,10_组织协同推进,节点+连线象征网络协同,用于组织网络、矩阵,网络 / 矩阵 / 协同,"network, graph, matrix",39,10_组织协同推进,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
ORG-014,,组织网络·协同,NetworkOrgWithPerson,原创设计·程序化生成,PPT图标语义库·可改色形状,10_组织协同推进,节点+连线象征网络协同（协同变体）,用于组织网络、矩阵（协同场景）,网络 / 矩阵 / 协同 / 协同,"network, graph, matrix, withperson",39,10_组织协同推进,"已完成 (PowerPoint 原生 custGeom 形状, Shape Fill 直接改色)",原创设计 · 可商用 · 形状非 SVG · 单色 PowerPoint Shape
